-20.0;0.0;1.0;0.0
-20.0;1.22464679915e-16;1.0;6.12323399574e-18
-20.0;2.44929359829e-16;1.0;1.22464679915e-17
-20.0;3.67394039744e-16;1.0;1.83697019872e-17
-20.0;4.89858719659e-16;1.0;2.44929359829e-17
-20.0;6.12323399574e-16;1.0;3.06161699787e-17
-20.0;7.34788079488e-16;1.0;3.67394039744e-17
-20.0;8.57252759403e-16;1.0;4.28626379702e-17
-20.0;9.79717439318e-16;1.0;4.89858719659e-17
-20.0;1.10218211923e-15;1.0;5.51091059616e-17
-20.0;1.22464679915e-15;1.0;6.12323399574e-17
-20.0;1.34711147906e-15;1.0;6.73555739531e-17
-20.0;1.46957615898e-15;1.0;7.34788079488e-17
-20.0;1.59204083889e-15;1.0;7.96020419446e-17
-20.0;1.71450551881e-15;1.0;8.57252759403e-17
-20.0;1.83697019872e-15;1.0;9.18485099361e-17
-20.0;1.95943487864e-15;1.0;9.79717439318e-17
-20.0;2.08189955855e-15;1.0;1.04094977928e-16
-20.0;2.20436423847e-15;1.0;1.10218211923e-16
-20.0;2.32682891838e-15;1.0;1.16341445919e-16
-20.0;2.44929359829e-15;1.0;1.22464679915e-16
-19.9969539031;0.0;0.999847695156;0.0
-19.9969539031;0.0174524064373;0.999848075947;0.000872753024819
-19.9969539031;0.0349048128746;0.99984921832;0.00174550472009
-19.9969539031;0.0523572193119;0.999851122271;0.00261825375629
-19.9969539031;0.0698096257491;0.999853787796;0.00349099880389
-19.9969539031;0.0872620321864;0.999857214889;0.00436373853343
-19.9969539031;0.104714438624;0.999861403542;0.00523647161548
-19.9969539031;0.122166845061;0.999866353747;0.00610919672068
-19.9969539031;0.139619251498;0.99987206549;0.00698191251974
-19.9969539031;0.157071657936;0.999878538761;0.00785461768345
-19.9969539031;0.174524064373;0.999885773542;0.0087273108827
-19.9969539031;0.19197647081;0.999893769819;0.0095999907885
-19.9969539031;0.209428877247;0.999902527573;0.010472656072
-19.9969539031;0.226881283685;0.999912046783;0.0113453054043
-19.9969539031;0.244333690122;0.999922327428;0.012217937457
-19.9969539031;0.261786096559;0.999933369485;0.0130905509016
-19.9969539031;0.279238502997;0.999945172929;0.0139631444098
-19.9969539031;0.296690909434;0.999957737731;0.0148357166535
